toxicity	message
0.050559875	*** ******* *** *******, ** ******, *** ** ** * ****** ** ******* *********** ** ***** **** **** ********* *** **** **** ** *********** ** *** ******.
0.0391299	"""   ******** ****   * **** * ****** ** *********** *** *** ***** ********* ** ******* *** *************'#******** ****, ****** ** ******* *** ******** * ***. *** ********* ********* *****, **** *** ******* ***** ***********:  *******, ** *** ********* ** *** **** ***** **** ***** ** **** * *********, *'* **** ** ***** *** ******* * *** ** ******* ****. ****, *** **** ******** ** ****** * *********** ** ***** ******* ***** ** ******* ****** *****. * ***** ******* ******* ** **** *** ******* **** *******. ** ******** ********* *** *****:  ******** **** ******? ******,  (**** · ) """
0.061617978	* ***** *********** **** * **** * *******.  ** *********.
0.25677854	"""   *** ****   **, **** ******** *** ** ****:************/*** ****** - ** *** *** *** ***** **** ****** *** ** ******** ** *** *******, **** ****** **** **** *** ****. * ********* *** ******* *** ******* ** **** *****.  ** **********: *** *** ******** ****** ****'* ** ***, *** *** ********:********* ********* ****** ** ********* *** ** ****** *******. (***** **** *******, ***** **** ******* *** ****** ** ******* * *****!) **** * *** ** ********* ****** **** * **** *** * ******, * ******** ** *** ** *** **** ** ****** ******* *****, ******'* ****** *** **** *** ******** *** **** *** *** (** **** **** *** ******) **** *** *** ** ** ******* *** ******* *** ** **** *** ** **** **** """"*********"""" ** ***, *** **** ** - **** **** ** *** ******* ** ******** *** ***** ** *** **** ******** **** *** **** *** ** ****. ** ***** *** *** *** *** ** **** ******** *** ** ********, ** ****** ** ** ******** **** * *********** **-** **** ***** *** ** ***********? ************ """
0.15670829	**** **********   ********** ** **** ******** **** **** ** ** ******* ** ***** * ********. * ********* *** ******* ** *** *******.
0.4462052	*** ***** ** **** **** **** ** ******** ** *** *** *********** ********!
0.23969439	*******  ***** ** * ****** ****** ********* **** ****** ********** **** ** *******- '************* **** ******* - ****** **********'. *** *********** ** ***** ********. ***'* **** **********, ******** **** ***** *** ***** ********** *** *** ** *** ****** *** ****. *** ****** ** *** ***** ** ****** ******, *** **** ** *** ***** ********, *** *** **** *********** ******* *** ******** ***** *** ******* ** ******* *******, ****** *** *** ***** ********* ** *********. **.**.**.***
0.1780154	, ** * *** *********** *******
0.050296918	* **** **** *** ** *****!  ***** ** **** **** *** **** * ******!
0.40334737	***** ******   ***** ***** *** * ***** ** ***************** *** ** *** ****. *** *** *********** (*********) *** * ****** ******* ***** ** ** ****.  ****** *** ****** ** **** ******* ** *********/ ****/ *********** **** ****** ****** *** * **********/ * *** ******/ * ****** ******** ** ********** *** *******. **** ******* ***** ********. *** ****** ** ** ***** *** *** *** **** ** * ****** ***** ****** *** **** **** **** **** ** * ***** ****** ****. ***** ** ** ******* ***.
0.06651151	*********, **********, ******** *** **********'*
0.12190755	"""   ****** ******** ********: ********* ** ** ******, ******  ***** ********. * ** **** ******* *** **** **** * ******** *** ****** ******** ** ********* ** ** ******, ******, * **** *** ****** *** ****** ********, ******* ** *** ********* *******: ***** ** ********** ******* ** ******** *** ******* ** *** *******.  ***** ***.  ''*************'' """
0.061774965	***** *********** ** ******* *****? ***********. ~
0.12591028	*** ******* **** *** ** ******* **** ******* *** *** *** ** ** *** **** ****. *** ****** **** *********:******** ****** *** *********:******** *** ******** *** ***** ***** ** ** ****** ****** ** ******* ** ********.  (****)
0.16439576	"""  *******, **** * **** ** ****, *** ***** ***** **** **** ***** ********* ****** * ******** *** ********** ** ****** **** """"********* *********"""", **** *** * ****** ********** **** ******, ** *** ****** ***** ******, **** ** ************ *** *********** *****.  * *** ** ** ***** *** ***-******* *** ****** ** *** ********* ** **** * ******** *****, *** *'* **** ** *********** ********. -   """
0.14902245	****** ******* ****** ** ******** ** *********** & *********** **** *** *******? ********.***.**.**
0.4018766	"""********* **** ****** ******** ** ** ******* *** ********* *******  *'* ********** **** **** ********* ** ********* **** ** *** ****** """"****"""" *******.    * **** ** *********** **** *** ********* ******* ***** **** ****** ********'* ******** ****** **** ********** ** ***** * **** **** ******** ***** *** * **** ****, *** *** ***** ** *** **** **** ** **** ******** *********** *****. ** ***** *** ******* ***** ** **** **** ********** ** *** ******* ************* ****** ************ ** **** *** ** ******, *** ****** ********** *** ******* ******** *********.  ****** *** **'* """"****-***** *******"""" **** ********* **** * **** *************.  * ********** **** ****** *** ********, ************ ** *** ********** ******.  * *** ****** **** ****** ** ******* ********* ******** ** **** ********** **** *** ********* ******* ** *********.  * ** ********** ** *** ********** ** ** ******* ******** ** ********** ** **** ****** ** **** ** ****** """"*********"""".  ******* ** ******** * ****** *** ** ** ***** ** ******* **** ********** **** ********* ********* *** ******* ******* **, *** ** ***** ** ******** ** ********.  ***** *****.  *** ******** * ******* **** ** ******* ****** ****** **** * *** * ****** ** ******* *** """"****** ********"""" * ***** **** ** **** ******.  **** *** **** ********** ********** *** * ********** ****** ********* ***** **** ** ********** ***** ** *** *** ***, *** *** ********** ***** ** ***** *** ********* ********** ** * *** ****** *********** *** ************* **** ***** *** *******, **** *** **** * *******.  ********* *** **** * *******, *** ** * ***'* *** ******* *** """"****** ********"""" *** """"*** ********* *******"""" ** * ** ***** ** ***** * ******** ** ********* *** ****** ** *** ********** ** *********, *** ***-**-""""****"""" ************. **** **  ********* *******...**** **** **** *** ***** *** ** * ***** *** **** ** *** *****, *** ******* ******.  **** *** ***** ** ********* ******* ** ******* *******, ******** *** **** ** **** **, ** ** ********* ******* *** ***** ** ** *********** ** *** ****** ** ****** ************* ******* *** ***** **** ** ** ***.  ***** *** ******** ****** ***** *********** ** ***,***+ *********** ** **** *** ********* ******* *** ****** *********'* ******** *****, *** *** ********* *** **'* ******** (***** **'* ****) ******* ******* ******* ** *** *******.  **'* ******* ****** *** ***,*** ****** ** ******* *** *********** ******** ** ****** ******** *** *** ********* ******* ** ***** ****** ***** *****, *** *** *** ** ******* ** **** ******'* ********?  ***,*** ****** ***** ***** ****.  ** * ****** *** ********** *********** ***** *** ** ******* ** **** ** ******** ** ** **** * ****** ** ** **** ****** ** *** ********* ********* ******?  """
0.23473245	***** *** ***'* **** ** **** **** **** * ***** ***** ****** *****. ** ************ ***** *****....********......**** *** *** ******? **** ** ** *** ***** ** ***** ** ******* ******* ** *** ***** ** ******** *** ***** ****** *********? **.***.**.**
0.12252098	"""== ******* **** ==  *** ************ ***** ******** *** ******** ****** ******: """"** *****, *** **** ***'* ***..."""", ***** *** ****** ** ***** ******, *** ************ ** *** ********** ******* ***** *** **** ******** *** *****. ** *******  """
0.11199199	* ***** **** *** ** ******* ***.... * ** **** *** *** ****!! (
0.11819915	*'* **** ** *** ***** ***** *****... ♠***
0.3306012	*** *** *** ******* *** ******. *** **** ******* ************ ** **** ******* ******* **** *** ** *** **** **** ********** ***** ***** ***** ***** **** ******. *** **** ** **** *** * ****** ********* ** ** ******* *** **** ****** *****. * **** ***** *** ** ***** ****** *** ****. *** *** ********* **** ******* ** **** ***** *** ** ** *** ****. * **** ******** **** * ***** ********* ** ***** ** ***.
0.06802062	"""  *** ******** ***** ***** ****, *** ** (*** ********* ** ***. *), ***** *** ****-***** **** ********** ******* ***** *.*** *** *.***  **, **** * ****** ** ***** *** *****.  *** ** ***** *** ********* *****, ** **** ** *** ******** ********** ******. (**** ******* **** ********* ** *** ******* *** *** ** ****, """"*** ****** ****** ** *** ********* ************ *** **** *********** ** * ****** ** ** *** *******"""".)  **** ********* ******* ** ****** *** **** ***,*** **, ***** ** >*** *********** ** *** *********.    """
0.084161505	"""  ******** *****  **, * ****** *** ******* ** ******* ************* ******* *** *** ********.  **** * *** ******** *** **** *** """"** *********"""" **** ****** **** ** ******* ****, ***** ** **** *****, ***** ** """"******** *******"""" ***** ******* **** **** ***** ***** *******'* """"******* ****.""""  *** ******** **** **** *** *** ******* ** *** *** ****** ** **** ** **** """"******* *******"""" ** ****** **** **** * ********** **********, *** ** ****** ****** ** ***** ** **********, ****** **** *******, ** ****.   **:**, ** *** **** (***)"""
0.6586619	"""  ***** ** ** *********, * *** ******** * ****** ** ***** ********, **** *******, **** * *********** ***** """"**** ***** *******"""" ** *** ***** ** ****** *******. ***** **** ****, * *** **** ** ********* *** ***** *** **. ****** **** ***** * ***. *****, ** *********. ****** *** ************* ** ***.   """
0.19245256	* ** ****** ** ******* **** *** ****** *** ********. ****** **** ********* ** ***** *** ******** ** *** ********** **** *** **** ******** ** **** ****. ****
0.23937994	****** ******* ** ******* *******   *** ***** **** ***.  ** ** * ****** ******** ** *******-***** ******* ** ************.  ***'* *** *** ******* **** **** *******.
0.041754793	- *********** **** ****-**** ****
0.15522267	*********** ********* ******** ** ********* ** **** ****.  **** ********: ****** ***** *** ********* *** **** *** ******** ** **** *** ********. ***** ******* *** *********. ******* ********** **** ****** ****** ** ***********. **** ********** *** ** ******** ** **** ************ **. ***** ******* ******:******* ****** ** *******, **. **** ******** *** ***** **** **** ***** ** ******** *********.  ***** ******* ********** ** **. ***** ******* ****** *** ****** ***** *** ******** ** *** *********** ** *** *****.   *** **** ******* **  ***** ********** ****** **** *********** ** *******. ** * ******* **** *** * ****** ** ***** ******, ** ******* *** **** ** ****** * ******* ***** ** ** ***** ******** ****.  * **** **** ******* **** ***** *** **,****.  *** **** ***** ** ***** *** ****** **** *** ***** *** *** *** *** *********** **** *** ****** * ****** **** *** ********* ** **** **** **** ** *** **** **,**** ****** ***** *** ******* **. ****** *****,**. ***** ***-***-****
0.06796659	[[***** ****]  **** ******* *** *  ********* ** *** ******** *** *** ** **:***. (************)
0.15551211	********* **** (***) ******: * *** ****.   **:**, **
0.06321319	********   ******** ** *** ** ***.  * **** * ******* *****, *** *** **** ** ** ****.  ****** *** ******* ** *** **** ***** * ******** *** ******.
0.16223356	*** **** *** ***'* ***** ** *** * ******'* **** **** ****** **'* **** ********* * **** * ****. * ***** *** *** **** ***** *** ********** ********* **. *** ******* *** ******** **** ******** **** ****** ****** **** ***** *** ******** *** *** **** ****** **, ********* **'* * ******** ******. **** ***** * ****** *** ****** **** ****'* **** ********, **** ********** *** ***'* **** *** ***** ***********.
0.9897058	**** ***.  '**** *** ** *** ***.'
0.0551256	*** ***** ** **** & ********* **
0.25901356	**** ****** **** *********** *** ****** ** ***.
0.17232868	******, **** ** ******* ** ******* ** ******* **** ******* ************, ******* ** ***'* **** * **** ***** *** ******* ** ****, ***'* *** * ******** ******* **** *** ****** **** ************* **** ***!!!
0.08091532	""" ****. (**** • ********) """
0.06802966	******* ******'* ******   *'** **** ******* ** **** ******** ***** ***** ********* **** *******'* ****** ** ****:*******. ***'* **** ** ***'** ******** *** ****, ***** *** ***** *** ******** **** ********, ** ******* *'* *** *** ****. **.**.***.***
0.35263914	*** *******'* **** ** *** ** **** **** ******'* *****.  *** *** ************** ****, *** **** ***** ** **** ** *** * ********* ********** ******** ** *** *** ******** *** *** ******* ** (** **** ** **** ******** *****).  **** ***, *** *** **** *** ***** ** **** ** *********** ** *** **** **** *** **** ** **.  * ** ***** ** *** **** ***** *** ****** ********* ** ******* ***** ***** ********* ***** *** *******, ***** ******* ** ***** **** ** ** ****.  **'* **** ****** ******* **** *** ********* ** ******* **** *******.  ***, ** **** ** ***** ***** **** ***-******* ****** *************** ** ************.  **** **** ********** ** *** ** **** ******* *** ** *** ****** ** *** ******* ******* *** *** ****** ** *********. ** ** ********. *** ***'* *** ** *** *** ****.  **** ** *** **** *****!
0.08385793	************* ******** * *** ** ******** *****. ***** ***** *** *** ***** *** ****** *** ** ***** ** *********** ** *** ** *** ** * ****** *******, ** ** ***** ***. *** ******* ** ********* **** *** **** ********. ** **** **** ***** **.
0.24197762	******* ** ******* **********  ********* ** ** ************, *** ** *******-******* **********.  ** ****, ** *** * ******* ******** *******.  ******* ********** **** ** ***** ** ** ******* ******** ************ ***** ** ******, ******, ** ******** **** *** * **** ******** ** ****** *** **** ********** * **** ****** ** ******* ** *** ***** ******** ***** *** ********* ** **** ****** ** **** *********** *******.
0.050474077	** *******, **'* ** ****** *******. ****** *** ****** *** **** ** *** ** ****.
0.05788626	*****?   *'** ****** **** ** *** *** *** ********** *** ** ****** ** **** ****** ********* *******. ****** ** ******** ****** ** *** ******** ******** ** **** ** *** ********** ****!
0.18234573	"""**** ** * ******************* ** *** ********** ***** ****** ********* **** ******* ******* **** """"********"""" *** **** *****'* **** **** ** **** ******* ****, ****** *** ************ ******* ** *********** ******** ********* **********.   """
0.4316771	****** ** *** ****. ** ********** ****** *** ****** ***** *** ***** *** ******* ******* **********.
0.069583364	"""  ********* ** **** ***** *******, *** ***** ****'* **********. **** ********* ******* *** * *** ****** **** ** ******* **** """"***********"""" ** **** ** ** ****** **** ** ***** ** *** ********** ********* (*** ***********), ***** ** *** **** ** *** ****** ***** ** * *****. *******, ************* *** * ***** - *** ***** ***** ** ********** ****** *** ***********. *'** **** ****** ** **** ******.   """
0.04573039	***** **** **'* **** ** **,*** ***** *** *********. ****** *'* ******* *********, ** *****'* ****** **** ******'* ******* **...
0.13807666	*******   * **** *** *** **, *** ***'** ********* ******** ** ********* ** ****:******* ******.  ** *'** ******* *** ** ***** *** *********** ********* *** **:*** ******* ***** ******.  ****** ******** **** ********** ** ****:******* ******, *** **** * *** *** **. |☺
0.1623058	"""   ****** ** *********   * ******* *** ** *** *******, ** * ********* *********, *** *****'* *********** **** **** *********. *******, * **** ********* ** *** *** *******, ** ** ******* ***-*******.  (* • *) """
0.10322333	""" *** *** **** ** *** ******** **** *** ******** *****; * **** ** ******* **** ****.  **** *** ****** ** **** * ** (*** **** ******), ** * **** ** **** ***** *********, *** ** *** **** *** **** *** ** *******.  *** ****** *********, ***** *** *** ********* *** *** *** ** *** ** *** ****,  *** , ***** **** ***** ****** **** ***'** ***** ******* ** *** *******, *** **** **** *** **** ***** ****.  *** *** **** **** ** ****** ** ********* ** ******   (******) """
0.8898678	***** *** * *********?   ***... ***** ** *** ******* * *** ****** *****, ** ***** ** ** ******* ** ********* **** *** *** ** ***** *** **** *** ******** ****** **** **** **** ******, *** ****** *** * *** * ******** ** *** **** ** ** * ****** **** *****. ****'* ******** ****, *** ***, **** ***?
0.8211263	**** **** *** ******** ******* **.  ******* (*** ******* ***********).
0.19447874	"""   *** ******* ** ****** * ****** *********   *** """"*******"""" ** ** ********* ** ********* ******* ** ******* *** *** ******** ********** ******* *** ************ *** ****** *** *****'* **** ********** ******* **.  **'* ******* **** **** ** ****** *****, *** ** ***** ** ** ******* ** ** ******* ** *** ******* ***** ** **** *********** ** ***** ********** *** *******."""
0.35429668	*** *** ****** *** **** **** *** ************ *** ****** ** ***** *** **** ** ** ** ***** ********* *********, * ****-******** ********. ** * *** ****** ** ***** *** ******, * ***** **** **** ** ******** ** ***** ** ********* **** ****** **** ****** ***, *******, * ***** ** **-**-** ** **** ** * ****** ******* ***** *** **** ******** ******** ** **** ********** ********.    ****, ****** ** ****** ****** ****** **** ****** ***** *** ********* **** **.  ************ ***** ** ** **********, ** **** ******* ***** ****** ** ********. *** *** *** *** ******** ************ ** * *********-**** ***** ** **********?  *** *** *** *** **** * ****** ******* **** ***** ****? *** **** ******** **, *** ** **** ***** *** ** *** **** ****? *** ****** **, ******* **** ***** ****** **, *** *** ****-******* ****** ***** **** **** **** ** ****, *** *** ******* ***** ***** **** *** ** **** **** *******.  ** *** **** ** ****** ****** * ****-**** ******* ** * ******* ******** ******* ** ****** **** ******, *'** ** ***** ** **** ***.  *** ** **** * ******** ******, ****** ** **** **** *** **** ******** ******** *** *** *********** ** **********?  **** **, *** *** **** **** ******* **** * **** ** ********* **** ******. ********* **** ******** ** ******** ***** ***** ***** *****, ********** ******* ***** **** ***** *** ********* ******** ** *****. ** *** * **** ** *** *****, *** ****** ********.  *'** ******** ***** **** ****** ** **** **** *********** ** *** ********** **** *** ******* ********** *********, ***** **** ******* **.  * **** * **** ******** **** *** ** * ***** ****** ** *** ******** ** ***** ********, * ** ****** *** ** *****.  *** ** **** *** *********? *** *'* ****** ** ******* ** *** ******* ****, **** * **** ** ** ******* ****, *** ** *** **** ***** **.  *****? ********** **** ******** ** *** ****** * ************** ******** ** *****, ** ** *** *****-***-**** ******** ***** ** *** ***** *****, ** ** *** ******** ** ********* ** *** ** **** * *** ***** *** *** ** *** (**** ** ****** *****), ** ** *** ***** ********* *********** ** ** **/* ** ** *** **** ****** *** ***** *** ********, *** *** ** ****** ** ******.  *** **** ** **** **** ******** **** ***** **** ********* ****** ******* ** *** **** *****, *** * ** ******** *** ******** **** ***.  ***** ** ********** ** *** **** ** *** ******** **** ***** ** * ***** *** ********* ****.
0.18903264	""" ******* *** *** ******* **** ** ** """"******* ******"""" ** ********* ** **** ******, *** ******* ****** ****** **** *** *******.   """
0.19497408	****, *'* ****** *** **** ******
0.071051426	***** ****  ****** **** ****** *** ************* *****.  ***'** **** ****** ********* **** **** *****.
0.097929	****** ** * **** ****** *** ******* *** * **** **** *** *** *** ***** *****
0.9480856	****   *** *********** ** ***** * ******* ****.  **.**.***.**
0.12648594	(****... *** **** ** ****** '****' **** ************. *'* **** *** **** **** ***** ***** **** ******* ** **** *****. ******* **** ********, *** ** ***** **** **** ***'** ***!)
0.11452059	***** & ****** *****. ****** *** ****** ******* ** ***** & ****** *** ******* (*** **** ** **) **** **** ********** ********* ***** *** ****** ***** *** **** ******* ** *************. **** **********, ** ********* ***** ******* *** **** ********** *** **** ********. ****** ****** *** **** ** *** ******* **.** ** *********. ******.
0.85228765	"""( ) *** *** **** * ******* **** ****  ******** // ******, ****, ** ***** // **** ***** // ***** ***** ** #* // ****  *. ****** ***** & **** ** ***- """"*** ***** ***""""- [** *****] (****) *. **** ** ***- """"*** ** *** ****""""- [** *****] (****) *. ******* *******- """"* **** ****** **** ***""""- [** *****] (****) *. *** *** ***- """"******** (******* **** ***)""""- [** *****] (****)  *. ***** ****- """"****** ** *** ****""""- [** *****] (****) *. ****** *****- """"** ****** ********""""- [** *****] (****) *. **** ** ***- """"*'** **** **** ** ***""""- [** *****] (****) *. ****** & ******- """"*** *** ** ****""""- [** *****] (****) *. ******* ********* *** ******- """"******""""- [** *****] (****) **. ******- """"**** ********""""- [** *****] (****) **. ***** ********* *** *** & ********- """"****!""""- [** *****] (****) **. ***-*-***- """"* *****""""- [** *****] (****) **. **** *******- **-***** ** *****""""- [** *****] (****) **. **** ***** & ***** ***** ********* ***- """"*'** ** ******* ***""""- [** *****] (****) **. *******'* *****- """"*********** ***** **** *""""- [** *****] (****) **. ****** ****** ****- """"********""""- [** *****] (****) **. ******* ********* *** ******* *&*-; """"***** *****""""- [** *****] (****) **. *******- """"*******""""- [** *****] (****) **. ***** & ***** *******- """"*******""""- [** *****] (****) **. ***** **** ********* ***** ***- """"**** ******""""- [** *****] (****) **. *** ******- """"***** ***** ****""""- [* *****] (****) **. ***** **** & ****** ******- """"******* ****""""- [* *****] (****) **. ** ****- """"** ** ****""""- [* *****] (****) **. ******* ********* **** ****- """"**** ***""""- [* *****] (****) **. *******- """"*** **!""""- [* *****] (****) **. *****- """"*** ** **** ***""""- [* *****] (****) **. *** ******- """"***** ****** *** ****""""- [* *****] (****) **. **** *****- """"****""""- [* *****] (****)  **. ***** *******- """"****'* *** *** **** ****""""- [* *****] (****) **. ****** *****- """"**********""""- [* *****] (****) **. ****** *****- """"*******""""- [* *****] (****) **. **** *****-*-*******- """"**** **********""""- [* *****] (****) **. ******* ********* ***-*- """"***** ** ****""""- [* *****] (****) **. *****- """"****""""- [* *****] (****) **. ** **** ********* ******- """"***** ****""""- [* *****] (****) **. **** **** & *** ***********- """"* **** **** * ****""""- [* *****] (****) **. **** ********* & ****** ******- """"***** *** *****""""- [* *****] (****) **. ******* *******- """"****** ****""""- [* *****] (****) **. ***** *****- """"(********** * **) * ** ** *** ***""""- [* *****] (****) **. ******* *******- """"***** ** *****""""- [* *****] (****) **. ****- """"********""""- [* *****] (****) **. ****- """"***'* **** ******* ** ****""""- [* *****] (****) **. *******- """"**** * ***""""- [* *****] (****) **. ******* *****- """"**** ** *** ** ** **""""- [* *****] (****) **. ***- """"**********""""- [* *****] (****) **. ***** *******- """"*** *** ***""""- [* *****] (****) **. *****- """"*** ** *****""""- [* *****] (****) **. ***** ********* ***** *****- """"*******""""- [* *****] (****) **. *******- """"**** **""""- [* *****] (****) **. ***** ******- """"****""""- [* *****] (****) **. *** *. ***** ****- """"**********""""- [* *****] (****) **. ********- """"*** ** *** *****""""- [* *****] (****) **. ***** ****- """"**********... **** * *******""""- [* *****] (****) **. ******* ******* & **** *********- """"*** *** ***""""- [* *****] (****) **. *******- """"**** * ******""""- [* *****] (****) **. **** ** ***- """"** ****** ****""""- [* *****] (****) **. *** ** ****- """"*** ****""""- [* *****] (****) **. ****** ****- """"******* *** ***** **""""- [* *****] (****) **. **** ***** ********* ****- """"***'* ****** **** ** ****""""- [* *****] (****) **. *.***** & ****** ****- """"*'* **** *****""""- [* *****] (****) **. ****** ****- """"******""""- [* *****] (****) **. **** *. *****- """"****** ******""""- [* *****] (****) **. *****- """"* *** ** ***""""- [* *****] (****) **. ******** ***** ********* ** ****- """"**** ** ***** (****** *****)- [* *****] (****) **. ***** & ****** ****- """"** ***""""- [* *****] (****) **. **** ******- """"(**** ****) ******** ****""""- [* *****] (****) **. *** *****- """"****"""" - [* *****] (****) **. ******- """"**** ***** ***""""- [* *****] (****) **. ***** *****- """"****, ****""""- [* *****] (****) **. ******* ********- """"**** *** **** *** ****""""- [* *****] (****) **. *** ***-*-***- """"**** *** ****""""- [* *****] (****) **. **** ****- """"*'* ** ******** *** **** (*** * ***'* ** ****)""""- [* *****] (****) **. ***** *****- """"**** *** **** ****** ***** * *****?- [* *****] (****) **. ***** ******- """"***** ** **** ****""""- [* *****] (****) **. ******** *****-"
0.19520965	, ** *****, ***** ******, ** *** ****** ** *****. ******* **** *** **** *** ***** ****** ***** ** **** ** *****.]]
0.10100628	"""  * ******** **** **** ** ***********'* ***** *** ***** **** ** ****** **** *** ********. ****** **** ****** ******** *** ********* *** ********* *** *** ********** *********, * ***'* ***** ** * ****** **** ** ****** ****** ******* **** *** **** ******** **** *********. *******, ********** ************ *** **** ******** ** ***** **** ******** ** ********* *** ******** **** ********** **** ****** *** ********* ************ ********* ** *** ******. ****'* *** **** * """"*****"""" *** ********* ******, **'* * ********** **** **** ** **** ** ********** ********. -  """
0.19398999	*** *** * ***** **** * ********** **** *** *** ******* *****.. *** **** **** * **** ** ** *** **** * ******.. **** ******** ** *** **** ****** *** **.. *** **** **** **** ****** * ***** ******* ****'* **** ***.. * *** *** * ****
0.31089434	***** * ************* **** **** *******, * *** **** *** **** ******* ** ***.  ** ******'* **** ** ** ** *******, *'* **** **** **** ** **** ** ** ** *** ******* **** **** ** ** **** ********* ******* ******** ***** *** ********** ****.  ** *****'* ***** ** *** ******** ** **** ******** ** *** ******** ** ** *******'* ***** ** ************* ****.
0.07447033	** **** ** *** ***** ** **** ** ** *** *** *** ***** **** *** *** *** **** ******* ** *** ****.. **** *** ********* ** *** *** *** **** *** ******** ** ******* *** ***** ** ***** ****. ** **** **** **** **** **** * ******* *** ********* ******** ****** (** *** **** *****) **** ****** ** *** *** **** ***** *** ********** **** * ********. ****** *** ********!
0.60654044	***** *** **** * ******** ** ******* *** ***** ****** ****?  **** ** ** *** ** ******** * *** * ********* ****** ******* ***** **** ** *** ********* ** *** **.  **** ** **** * *********** ******** *** ****. * ***** *** *** * ****** *****. **** ****** *** ** ******* ** **** ** ****** ** ****** ********** ** ***** ******.
0.24730065	"""   ****** ** *** ********* *****, ** *** *** **** **** **** ** *****'* **********. ** *** ******** ** ** **, *** **** ** ******* **** *******.   **** • ******** """
0.370928	*'* **** **** ** ***** *** *** *** ***** ** ******* ******** ********, *** ******* ** ********* **** **** ********** ** **. *** **** '****' *** *** *** ** **** ***** ** '********** *******' ****** ********* **-************ ** ** *** *** ***** *********** ******* ** **** *** ******* **** *******. **** ******.
0.061045226	"""  *** *** ******, ***, *** ******* *** *** ***** *** ** ****** (***** ***** **** **** *** *** **** *** ******* ****** *** *** ********* ******* ** ***** *****) ** ****. ** ********* ** *** ****** ********* ***** *******-********* (*/*/* ********* ***** ******** *******, */*/* ********* ****** ******) **** *** **** **** ******, **** *** ******** ********** ** *** ********** ** *********'* ********* *******. ** ** *** * ******, *** **** * ******; *** *** **** **** ** *** *** ****** (** ***** ** ******* *****, ***** ** ***********, ***.) *** *** ******** ********** ** *** *** ***-*. ***  ** *** **** ****** *'** **** *********** ** ** **** *** **** **** ** **** """"*** ********** ** *********"""" ***** *** **** ******** ********, ****** **** ****** *** ***** ** *******, ** **** *** ** ****** (***** ****** ** ******** ******** ** ***** **** ****). """
0.35608763	"""   ***********   ***** ***** ********* **** ***** ****** ** ****** ***** **** **** ** ****** ** ***** ** """"******"""".  ** ***** ***** **** ** ****** *** *** ** ** ****. ** ** *********** ****** ****** ** *******?   """
0.06133941	***** | ***** = *****: **%; ******: ****; **********-*****: #******; ******: *** ***** #*** | ***** = **** | ****  =  ***** **** ** ******** *** ** ****** ** *************. ****** ***** *********:******** *** ********* ** *** **** **** ******* *******, *** **** [ ******* **********] ** ****** ** ******* *** **********. * ****  *** **** ********** ** *********:******** *** *********/***** ****. ** *** ****** *** **********, *** **** ***** *** **** **** **********. *** *** **** ****** ** **** * ********* ***/** ****** *** ******** ********* ** ********** *** *********** **** ********* *** *****. **** *** *** ********* **** *** ****, *** *** **** **** ********** *** **********, ** ******* **** **** ********* ** **. }}
0.7959423	** ***** ***** * ************* ** **** *****!
0.48913494	"""  **'* ******* **** *** ********** ****, """"**. **********"""" *** ******! **** ** ***** *** *** **** """"*****"""" ******** ** """"****""""  !!  """
0.9480856	*** *** **** **** ******* ** *** ****** *** **'* ****** *** * ****** *** ******
0.31089434	"""**** ** *** ****** ****.**** * ****:  """"*** **** *** ********* ******* ** ******* ** * ****** **** ** *** ** **** * ********""""  ** ******* ** *** **** *** ** ***** ** **** ** ***** *** ******** *** ***** *********** ** ****** **** ******** ** *** ****** * ***** **** ***** ***********.*** ****** ** ***** *** * ******* ****** **** ******* *** *********** ** ******** *** ****** *** **** * ******** ******** ** ****.***** ** *** ********* ** *** ********** *********** **** ******** *** *******.*** ******* *** ****** *********** ********** *** * **** **** ***** *** ******* ************.** *** ******* ** ******* * ***** *** ** **** ****** *** ******** *** ****** ** ***** **** *********.* ********* **** ********* **** *** ******** *** ***** *********** ** ***** ******** ** *** ****** ** *****.*.* **** **** **** ******** ******** *******.* ****** *** ** **** ******* ********* **** ******** ***** ********* ***** ** **** ** ****** *** *** **** **** ********* *** ****** ** ***** *** ****** ** *** *****.** *** **** ****** *** **** **** ******** ********** ***** ** **** ** ****** **** * **** ******* ******** *** ** *** ****-******** *******.*** ****** ** ******* ** **** *********** ******* ** ******* ************ ********* *****    """
0.08899415	""":*** **** ** **** * *** ** **** *******!! **** *** ******* *** *** ** ***** *****?  *****   """
0.16682093	"""  **** """"*******"""" ********* *** ****** *** **** ******** ** ******** ** * """"***** ************** ********."""" **** ******* ********* *** ****** *** **** ******** ** ******** ** * """"***** ************** ********."""" ****** ***** ***** ********* **** ****** **** **********, ** ***** ** ***** ** *** **** **** ******* *** **** *** ********** ****** ** *** ********* ** ****** ** ***** *** ********* *** *** ***** ****** **** *** ***** *** *** ***** ** *** **********. ***********, *** ******** ****** ** *** *** **** ************ *** *** ******* ** *** **** ***** ***** ********* ** **** ** *** ***** ****** ** ** ** ***** **** ** **** *** ****** ******* ********. ******* ****** *** *** **** """"*******"""". **** ** ***** *** ******* **** ****** ** ******* **** ** ****. * ** ***** **** **** (** ****) ******** ***** ******** **** ****, *** **** ********* **** *** ********* ** *** ******** **  **** *** ** ********** ********** ** ****** **** """"**** **** [**] ****** *** ************* *****"""".   """
0.017006934	**** ** ****** ***** (****–****).***
0.062925346	***, ****'* **** * *****. ** ********.
